id,is_iceberg
5941774d,0.3252827227115631
4023181e,0.5908821821212769
b20200e4,0.0010134479962289333
e7f018bb,0.9336676597595215
4371c8c3,0.47651001811027527
a8d9b1fd,0.08412720263004303
29e7727e,0.20401279628276825
92a51ffb,0.9117860198020935
c769ac97,3.6547548916132655e-06
aee0547d,3.773192869260811e-10
565b28ac,7.613676189066609e-06
e04e9775,0.6228004097938538
8e8161d1,0.09079766273498535
4cf4d256,0.5726614594459534
139e5324,0.03507034853100777
f156976f,0.069975845515728
68a117cc,0.20387260615825653
d9aa7a56,0.2774859368801117
9005b143,0.17303408682346344
5f6d3988,0.7123735547065735
9ad70954,0.12837019562721252
b9087b9e,0.5189221501350403
a39a1427,0.6633208990097046
82fbe8ed,0.45869672298431396
1fae4879,7.87062817835249e-05
6dd8f13d,0.025256548076868057
bbad5958,0.48196443915367126
54527583,0.16639827191829681
be8fa29c,0.2830199897289276
81a3328f,0.6694377660751343
1a3c0ab3,0.0526394359767437
4deeeb8b,0.4056229591369629
ac6d5632,0.6537637710571289
472dadb5,0.5233489871025085
96093f95,0.791818380355835
f5b4e3df,0.5466995239257812
e01a3c92,0.12147194892168045
001680af,0.5323500037193298
8e639f33,0.4609462022781372
a2c16612,0.7552250027656555
a6d76474,0.000530953228008002
19c47684,0.21091727912425995
015827b6,0.7215865850448608
7df7f7ce,0.03756975010037422
0bbf1a3f,0.31599557399749756
636cfbb7,0.28248152136802673
7370030a,0.9719452857971191
43aa97ad,3.9087549863481286e-10
ba2b5e63,0.9431716203689575
dfdd335b,0.4575793445110321
e79b13dc,0.00012070141383446753
dc32b195,0.26837050914764404
6d868590,0.6778561472892761
75fa59aa,0.14861100912094116
ffe50836,0.12842273712158203
a7bfd784,0.6911656856536865
b3d569e3,0.1864558607339859
6c538c5b,0.3357374370098114
5c7c15f4,0.9979470372200012
0b745139,0.856624186038971
fd14608e,0.6626338958740234
f0bc8305,0.5185827612876892
a10ccb28,0.9845378398895264
543304c7,0.7535288333892822
6c3a4078,1.513013186960066e-10
9b73cc75,0.49574175477027893
5c6c71b1,0.32353055477142334
09ee9186,0.6070910096168518
207c35cf,0.23360970616340637
153c813e,0.7520566582679749
5605d58b,0.6825479865074158
642ca396,0.06806180626153946
d32d72c0,0.5100191831588745
16646a17,0.8354330062866211
384074af,0.307700514793396
69bf1e8c,0.43868476152420044
9e90a054,0.7021860480308533
89dbe7f7,0.601193904876709
dbd27d22,0.4523664712905884
a2ea1561,0.44602110981941223
d63402af,0.6990289688110352
1ac8bb92,0.7375178933143616
8beffca5,0.43437764048576355
46741f3e,0.2098771631717682
e5ee6aa7,0.7232372760772705
5ecd892b,0.5896111130714417
69892166,0.014271102845668793
2f725a81,0.574510931968689
810abfe4,0.027771135792136192
e6f973e6,0.5563692450523376
c60a5c46,0.22051548957824707
c42b9e08,0.22754836082458496
c3f00c23,0.9504069089889526
5307fdb8,0.7074309587478638
3e4f005e,0.08793045580387115
4a4cc2e0,0.7519925832748413
9bdd88d1,1.5514352469381265e-07
0d832bed,0.1855849027633667
